ID,Shape,Layout,Area,MainArea,Age,Floor,TopSchool,Parking,Balcony,LowStruct,DisTrict,Road,Money
12146,電梯大樓,1房1廳1衛,權狀30.02坪,主建13.1坪,1年,5F/15F,1.0,1.0,1.0,0.0,苓雅區-,四維二路,"1,388"
12147,透天厝,4房4廳4衛,權狀205.92坪,主建184.46坪,26年,整棟/6F,0.0,0.0,1.0,0.0,三民區-,民族一路,"6,888"
12148,公寓,3房2廳2衛,權狀25.54坪,主建21.82坪,30年,4F/5F,0.0,0.0,0.0,1.0,前鎮區-,康定路,488
12149,公寓,3房2廳2衛,權狀40.12坪,主建37.85坪,41年,5F/5F,0.0,0.0,0.0,0.0,仁武區-,仁雅街156巷,598
12150,透天厝,4房2廳3衛,權狀53坪,主建44.12坪,18年,1F~4F/4F,0.0,1.0,1.0,0.0,鼓山區-,明華路,"1,780"
12151,電梯大樓,3房2廳2衛,權狀36.78坪,主建25.3坪,31年,4F/8F,0.0,0.0,0.0,1.0,左營區-,新莊一路,888
12152,電梯大樓,2房2廳2衛,權狀38.69坪,主建21.65坪,28年,16F/16F,1.0,1.0,1.0,0.0,橋頭區-,新東一街,"1,366"
12153,電梯大樓,2房1廳1衛,權狀35.67坪,主建15.63坪,3年,19F/22F,0.0,1.0,1.0,0.0,左營區-,桃子園路,998
12154,公寓,3房2廳1衛,權狀13.7坪,主建13.7坪,44年,5F/5F,0.0,0.0,0.0,0.0,鳳山區-,武松街,388
12155,電梯大樓,4房2衛,權狀37.65坪,主建28坪,34年,9F/12F,0.0,0.0,0.0,0.0,鳳山區-,武慶二路56巷,798
12156,電梯大樓,3房2廳2衛,權狀37.84坪,主建20.29坪,28年,4F/19F,0.0,1.0,0.0,0.0,三民區-,九如一路,"1,080"
12157,公寓,3房2廳2衛,權狀25.05坪,主建25.05坪,44年,5F/5F,0.0,0.0,1.0,0.0,鼓山區-,美術南三路,300
12158,電梯大樓,3房2廳2衛,權狀55.93坪,主建33.12坪,19年,12F/14F,0.0,1.0,1.0,1.0,三民區-,覺民路,"2,188"
12159,公寓,3房2廳1衛,權狀26.44坪,主建20.35坪,41年,5F/5F,0.0,0.0,1.0,1.0,前金區-,八德二路,498
12160,電梯大樓,5房2廳1衛,權狀99.6坪,主建77.69坪,35年,4F/7F,0.0,0.0,0.0,0.0,小港區-,中鋼路,"1,980"
12161,電梯大樓,4房2廳2衛,權狀47.35坪,主建30.32坪,28年,5F/12F,0.0,1.0,1.0,1.0,左營區-,文天路,"1,228"
12162,電梯大樓,3房2廳2衛,權狀34.39坪,主建19.98坪,29年,6F/17F,0.0,1.0,0.0,1.0,苓雅區-,自強三路,950
12163,公寓,3房1廳1衛,權狀20.96坪,主建20.96坪,45年,2F/5F,0.0,0.0,1.0,0.0,三民區-,大昌二路,658
12164,電梯大樓,3房2廳2衛,權狀49.49坪,主建25.7坪,5年,22F/29F,0.0,0.0,0.0,0.0,鳥松區-,澄湖路208巷,"2,388"
12165,公寓,1房1衛,權狀19.67坪,主建14.99坪,45年,1F/1F,0.0,0.0,0.0,0.0,鳳山區-,文澄街,"1,998"
12166,電梯大樓,4房2廳2衛,權狀41.21坪,主建26.49坪,30年,10F/13F,0.0,1.0,1.0,1.0,三民區-,鼎華路,938
12167,透天厝,開放式格局,權狀31.86坪,主建31.86坪,64年,1F~2F/2F,0.0,1.0,0.0,0.0,三民區-,建國三路,"1,380"
12168,電梯大樓,3房2廳2衛,權狀34.9坪,主建19.06坪,17年,9F/25F,0.0,0.0,1.0,0.0,苓雅區-,四維三路,997
12169,電梯大樓,3房2廳2衛,權狀94.02坪,主建45.9坪,11年,5F/29F,0.0,1.0,0.0,0.0,大寮區-,中庄路,"2,988"
12170,公寓,3房2廳4衛,權狀154.2坪,主建82.46坪,13年,15F/24F,0.0,0.0,0.0,0.0,三民區-,力行路,"5,388"
12171,電梯大樓,6房2廳4衛,權狀76.44坪,主建48.58坪,30年,6F/13F,0.0,1.0,1.0,1.0,鹽埕區-,七賢二路,"1,588"
12172,電梯大樓,3房2廳2衛,權狀43.12坪,主建24.73坪,19年,3F/14F,0.0,1.0,1.0,0.0,三民區-,正興路,"1,200"
12173,公寓,2房2廳1衛,權狀21.07坪,主建19.22坪,46年,5F/5F,0.0,0.0,1.0,0.0,前鎮區-,修文街239巷,328
12174,透天厝,3房2廳4衛,權狀25.17坪,主建25.16坪,48年,整棟/2F,0.0,0.0,0.0,0.0,鼓山區-,文忠路,"1,698"
12175,透天厝,6房2廳4衛,權狀50.68坪,主建45.96坪,33年,整棟/4F,0.0,0.0,0.0,0.0,大寮區-,內坑路,"1,108"
12176,電梯大樓,2房2廳1衛,權狀25.22坪,主建16.5坪,1年,3F/5F,0.0,0.0,1.0,1.0,前鎮區-,武慶一路241巷,668
12177,別墅,4房3廳4衛,權狀105.79坪,主建100.07坪,6年,1F~4F/4F,0.0,1.0,0.0,0.0,鼓山區-,美術東四路,"3,580"
12178,公寓,2房2廳3衛,權狀15坪,主建12坪,47年,3F/3F,0.0,0.0,0.0,0.0,楠梓區-,朝明路,680
12179,公寓,3房2廳1衛,權狀29.15坪,主建20.91坪,39年,3F/5F,0.0,0.0,0.0,0.0,鼓山區-,青海路,598
12180,電梯大樓,3房2廳2衛,權狀35.76坪,主建20.04坪,1年,7F/15F,0.0,1.0,1.0,0.0,前金區-,中山一路,"1,288"
12181,電梯大樓,4房2廳3衛,權狀112.85坪,主建57.17坪,7年,11F/28F,1.0,1.0,1.0,0.0,鳳山區-,五甲二路,"5,088"
12182,電梯大樓,1房1廳1衛,權狀20.01坪,主建11.94坪,不詳,22F/35F,0.0,0.0,0.0,0.0,三民區-,文揚街,888
12183,電梯大樓,4房2廳2衛,權狀40.47坪,主建26.47坪,29年,16F/16F,0.0,1.0,1.0,1.0,鳳山區-,武松街,"1,088"
12184,電梯大樓,1房2廳2衛,權狀97.3坪,主建45.23坪,11年,8F/20F,0.0,1.0,1.0,0.0,鳳山區-,鳳甲二街,"3,000"
12185,電梯大樓,2房2廳1衛,權狀27.62坪,主建14.58坪,28年,4F/14F,0.0,1.0,1.0,0.0,小港區-,永義街190巷,798
12186,公寓,3房2廳1衛,權狀27.7坪,主建22.36坪,40年,5F/5F,0.0,0.0,0.0,0.0,鼓山區-,美術北三路,480
12187,別墅,6房2廳4衛,權狀74.93坪,主建71.46坪,18年,整棟/4F,0.0,1.0,0.0,0.0,橋頭區-,橋新一路,"2,580"
12188,電梯大樓,3房2廳2衛,權狀42.41坪,主建23.61坪,18年,14F/15F,0.0,1.0,1.0,1.0,鼓山區-,美術北五街,"1,880"
12189,電梯大樓,4房2廳2衛,權狀71.72坪,主建35.43坪,7年,6F/24F,0.0,1.0,1.0,0.0,左營區-,翠華路601巷,"2,760"
12190,電梯大樓,4房2廳2衛,權狀93.86坪,主建44.87坪,9年,20F/21F,0.0,0.0,0.0,0.0,楠梓區-,盛昌街,"3,780"
12191,電梯大樓,4房2廳2衛,權狀51.68坪,主建30.91坪,25年,3F/16F,0.0,0.0,0.0,0.0,鹽埕區-,七賢二路,"1,250"
12192,公寓,3房1廳1衛,權狀20.96坪,主建20.96坪,45年,2F/5F,0.0,0.0,1.0,0.0,三民區-,大昌二路,658
12193,電梯大樓,3房2廳2衛,權狀49.49坪,主建25.7坪,5年,22F/29F,0.0,0.0,0.0,0.0,鳥松區-,澄湖路208巷,"2,388"
12194,公寓,1房1衛,權狀19.67坪,主建14.99坪,45年,1F/1F,0.0,0.0,0.0,0.0,鳳山區-,文澄街,"1,998"
12195,電梯大樓,4房2廳2衛,權狀41.21坪,主建26.49坪,30年,10F/13F,0.0,1.0,1.0,1.0,三民區-,鼎華路,938
12196,透天厝,開放式格局,權狀31.86坪,主建31.86坪,64年,1F~2F/2F,0.0,1.0,0.0,0.0,三民區-,建國三路,"1,380"
12197,電梯大樓,3房2廳2衛,權狀34.9坪,主建19.06坪,17年,9F/25F,0.0,0.0,1.0,0.0,苓雅區-,四維三路,997
12198,電梯大樓,3房2廳2衛,權狀94.02坪,主建45.9坪,11年,5F/29F,0.0,1.0,0.0,0.0,大寮區-,中庄路,"2,988"
12199,公寓,3房2廳4衛,權狀154.2坪,主建82.46坪,13年,15F/24F,0.0,0.0,0.0,0.0,三民區-,力行路,"5,388"
12200,電梯大樓,6房2廳4衛,權狀76.44坪,主建48.58坪,30年,6F/13F,0.0,1.0,1.0,1.0,鹽埕區-,七賢二路,"1,588"
12201,電梯大樓,3房2廳2衛,權狀43.12坪,主建24.73坪,19年,3F/14F,0.0,1.0,1.0,0.0,三民區-,正興路,"1,200"
12202,公寓,2房2廳1衛,權狀21.07坪,主建19.22坪,46年,5F/5F,0.0,0.0,1.0,0.0,前鎮區-,修文街239巷,328
12203,電梯大樓,3房2廳2衛,權狀27.41坪,主建27.41坪,46年,4F/7F,0.0,0.0,0.0,0.0,鳳山區-,武營路106巷,768
12204,公寓,3房2廳2衛,權狀23.76坪,主建23.76坪,46年,4F/4F,0.0,0.0,1.0,0.0,前鎮區-,大禹街,438
12205,透天厝,3房2廳4衛,權狀25.17坪,主建25.16坪,48年,整棟/2F,0.0,0.0,0.0,0.0,鼓山區-,文忠路,"1,698"
12206,別墅,4房3廳4衛,權狀105.79坪,主建100.07坪,6年,1F~4F/4F,0.0,1.0,0.0,0.0,前鎮區-,武慶一路241巷,"3,580"
12207,公寓,2房2廳3衛,權狀15坪,主建12坪,47年,3F/3F,0.0,0.0,0.0,0.0,楠梓區-,朝明路,680
12208,公寓,3房2廳1衛,權狀29.15坪,主建20.91坪,39年,3F/5F,0.0,0.0,0.0,0.0,鼓山區-,青海路,598
12209,電梯大樓,3房2廳2衛,權狀35.76坪,主建20.04坪,1年,7F/15F,0.0,1.0,1.0,0.0,前金區-,中山一路,"1,288"
12210,電梯大樓,4房2廳3衛,權狀112.85坪,主建57.17坪,7年,11F/28F,1.0,1.0,1.0,0.0,鳳山區-,五甲二路,"5,088"
12211,電梯大樓,1房1廳1衛,權狀20.01坪,主建11.94坪,不詳,22F/35F,0.0,0.0,0.0,0.0,三民區-,文揚街,888
12212,電梯大樓,4房2廳2衛,權狀40.47坪,主建26.47坪,29年,16F/16F,0.0,1.0,1.0,1.0,鳳山區-,武松街,"1,088"
12213,電梯大樓,1房2廳2衛,權狀97.3坪,主建45.23坪,11年,8F/20F,0.0,1.0,1.0,0.0,鳳山區-,鳳甲二街,"3,000"
12214,電梯大樓,2房2廳1衛,權狀27.62坪,主建14.58坪,28年,4F/14F,0.0,1.0,1.0,0.0,小港區-,永義街190巷,798
12215,公寓,3房2廳1衛,權狀27.7坪,主建22.36坪,40年,5F/5F,0.0,0.0,0.0,0.0,鼓山區-,美術北三路,480
12216,別墅,6房2廳4衛,權狀74.93坪,主建71.46坪,18年,整棟/4F,0.0,1.0,0.0,0.0,橋頭區-,橋新一路,"2,580"
12217,電梯大樓,3房2廳2衛,權狀42.41坪,主建23.61坪,18年,14F/15F,0.0,1.0,1.0,1.0,鼓山區-,美術北五街,"1,880"
12218,電梯大樓,4房2廳2衛,權狀71.72坪,主建35.43坪,7年,6F/24F,0.0,1.0,1.0,0.0,左營區-,翠華路601巷,"2,760"
12219,電梯大樓,4房2廳2衛,權狀93.86坪,主建44.87坪,9年,20F/21F,0.0,0.0,0.0,0.0,楠梓區-,盛昌街,"3,780"
12220,電梯大樓,4房2廳2衛,權狀51.68坪,主建30.91坪,25年,3F/16F,0.0,0.0,0.0,0.0,鹽埕區-,七賢二路,"1,250"
12221,電梯大樓,3房2廳2衛,權狀62.96坪,主建30.92坪,9個月,15F/29F,0.0,1.0,1.0,0.0,橋頭區-,橋新三路,"2,788"
12222,電梯大樓,3房2廳2衛,權狀47.55坪,主建22.64坪,7年,11F/15F,0.0,0.0,0.0,0.0,橋頭區-,經武路,"1,358"
12223,別墅,11房3廳7衛,權狀108.74坪,主建93.31坪,17年,整棟/4F,0.0,0.0,0.0,0.0,鳳山區-,保安一街31巷,"4,380"
12224,別墅,5房3廳4衛,權狀69.79坪,主建63.53坪,20年,整棟/4F,0.0,0.0,0.0,0.0,左營區-,孟子路,"1,980"
12225,透天厝,4房2廳3衛,權狀63.81坪,主建57.33坪,19年,1F~5F/5F,0.0,0.0,0.0,0.0,小港區-,中鋼路,"2,680"
12226,電梯大樓,3房2廳2衛,權狀51.42坪,主建28.78坪,11年,6F/14F,0.0,1.0,1.0,0.0,三民區-,華德街,"1,350"
12227,電梯大樓,4房2廳2衛,權狀71.49坪,主建39.9坪,11年,12F/15F,0.0,1.0,1.0,0.0,苓雅區-,輔仁路,"2,388"
12228,公寓,5房2廳3衛,權狀19.47坪,主建17.1坪,43年,5F/5F,0.0,0.0,0.0,0.0,前鎮區-,復興新巷,588
12229,公寓,3房2廳2衛,權狀34.01坪,主建24.16坪,41年,2F/2F,0.0,0.0,0.0,1.0,鳳山區-,誠德街,788
12230,電梯大樓,4房2廳2衛,權狀58.31坪,主建31.36坪,24年,10F/14F,0.0,0.0,1.0,0.0,左營區-,文天路,"1,380"
12231,電梯大樓,4房2廳2衛,權狀58.31坪,主建31.36坪,24年,10F/14F,0.0,0.0,1.0,0.0,鳳山區-,中山東路,"1,380"
12232,透天厝,5房2廳3衛,權狀28.56坪,主建28.56坪,45年,整棟/2F,0.0,0.0,0.0,0.0,仁武區-,北屋北街,"1,488"
12233,透天厝,5房2廳5衛,權狀74.02坪,主建74.02坪,43年,B1~5F/5F,0.0,0.0,0.0,0.0,三民區-,民族一路,"1,980"
12234,電梯大樓,3房2廳2衛,權狀55.85坪,主建25.13坪,8年,5F/14F,1.0,1.0,1.0,0.0,苓雅區-,中華四路,"1,798"
12235,透天厝,4房2廳2衛,權狀29.04坪,主建26.02坪,43年,整棟/2F,0.0,0.0,0.0,0.0,三民區-,鼎華路,458
12236,電梯大樓,3房2廳2衛,權狀34.9坪,主建19.06坪,17年,9F/25F,0.0,0.0,0.0,0.0,仁武區-,京中四街72巷,997
12237,透天厝,3房2廳3衛,權狀60.58坪,主建53.04坪,36年,整棟/4F,0.0,0.0,0.0,0.0,前金區-,七賢二路,"1,989"
12238,透天厝,3房2廳2衛,權狀36.49坪,主建36.49坪,43年,1F~2F/2F,0.0,0.0,0.0,0.0,苓雅區-,光明街,"1,288"
12239,電梯大樓,1房1廳1衛,權狀11.5坪,主建8.35坪,27年,5F/13F,0.0,0.0,0.0,1.0,苓雅區-,自強三路,338
12240,電梯大樓,1房1廳1衛,權狀13.37坪,主建7.44坪,24年,22F/85F,0.0,0.0,0.0,1.0,左營區-,博愛二路,289
12241,電梯大樓,4房2廳2衛,權狀58.78坪,主建39.26坪,32年,18F/24F,0.0,0.0,0.0,0.0,苓雅區-,中正一路,"1,680"
12242,電梯大樓,4房3廳4衛,權狀161.43坪,主建82.47坪,11年,14F/29F,0.0,0.0,0.0,0.0,新興區-,文化路,"5,800"
12243,電梯大樓,3房2廳2衛,權狀61.69坪,主建32.18坪,5年,10F/15F,0.0,0.0,0.0,0.0,左營區-,重安路43巷,"2,980"
12244,透天厝,7房7衛,權狀32.5坪,主建25.99坪,35年,整棟/4F,0.0,0.0,0.0,0.0,三民區-,鼎華路,798
12245,電梯大樓,1房2廳1衛,權狀15.36坪,主建11.03坪,30年,10F/11F,0.0,0.0,1.0,1.0,鼓山區-,馬卡道路,358
12246,電梯大樓,3房2廳2衛,權狀42.44坪,主建23.62坪,18年,14F/15F,1.0,1.0,1.0,0.0,楠梓區-,德民路,"1,880"
12247,電梯大樓,4房2廳2衛,權狀105.98坪,主建43.3坪,10個月,3F/27F,1.0,1.0,1.0,0.0,三民區-,明賢街,"5,288"
12248,電梯大樓,4房2廳2衛,權狀57.6坪,主建36.33坪,29年,4F/16F,0.0,1.0,1.0,1.0,前鎮區-,瑞福路,"1,568"
12249,電梯大樓,3房2廳2衛,權狀37.48坪,主建22.42坪,30年,10F/12F,0.0,1.0,0.0,0.0,三民區-,大福街,"1,080"
12250,電梯大樓,4房2廳3衛,權狀108.58坪,主建49.29坪,5年,12F/29F,0.0,1.0,1.0,0.0,大寮區-,潮和路,"4,280"
12251,電梯大樓,3房2廳2衛,權狀32.79坪,主建16.75坪,1年,3F/5F,0.0,1.0,0.0,0.0,鹽埕區-,七賢二路,798
12252,透天厝,5房2廳4衛,權狀23.22坪,主建23.22坪,57年,整棟/2F,0.0,1.0,1.0,0.0,楠梓區-,三山街,"1,180"
12253,電梯大樓,4房2廳2衛,權狀66.69坪,主建33.32坪,11個月,20F/29F,0.0,1.0,1.0,0.0,左營區-,政德路402巷,"2,866"
12254,透天厝,6房3廳4衛,權狀109.51坪,主建101.02坪,1年,1F~5F/5F,0.0,0.0,1.0,0.0,楠梓區-,大學六十二街,"3,388"
12255,電梯大樓,3房2廳2衛,權狀59.25坪,主建32.7坪,6年,7F/15F,0.0,1.0,1.0,0.0,前鎮區-,翠亨北路399巷,"1,568"
12256,公寓,3房2廳2衛,權狀25.53坪,主建21.82坪,30年,4F/5F,0.0,0.0,0.0,1.0,楠梓區-,秀群路499巷,488
12257,電梯大樓,3房2廳2衛,權狀46.99坪,主建21.44坪,16年,16F/19F,0.0,1.0,1.0,0.0,左營區-,至真路,"1,458"
12258,電梯大樓,2房1廳1衛,權狀28.33坪,主建13.2坪,1年,11F/15F,0.0,1.0,0.0,0.0,三民區-,覺民路,"1,228"
12259,電梯大樓,3房2廳2衛,權狀99.53坪,主建47.36坪,11年,13F/28F,1.0,1.0,1.0,0.0,楠梓區-,德中路,"4,188"
12260,電梯大樓,2房2廳2衛,權狀22.69坪,主建13.24坪,不詳,3F/28F,0.0,0.0,0.0,0.0,前金區-,六合二路,780
12261,電梯大樓,3房2廳2衛,權狀39.04坪,主建16.41坪,2年,6F/26F,1.0,1.0,0.0,0.0,鼓山區-,美術東二路,"1,498"
12262,透天厝,4房2廳3衛,權狀39.75坪,主建39.75坪,47年,1F~3F/3F,0.0,0.0,1.0,0.0,苓雅區-,四維二路,"1,688"
12263,電梯大樓,3房2廳2衛,權狀38.92坪,主建21.13坪,23年,11F/13F,0.0,1.0,1.0,1.0,楠梓區-,大學三十五街,"1,168"
12264,電梯大樓,4房2廳2衛,權狀57.35坪,主建27.58坪,4個月,14F/14F,0.0,1.0,1.0,0.0,楠梓區-,卓越路,"1,698"
12265,公寓,3房2廳2衛,權狀25.52坪,主建25.52坪,42年,5F/5F,0.0,0.0,0.0,0.0,岡山區-,公園西路三段12巷,315
12266,電梯大樓,2房2廳2衛,權狀32.64坪,主建20.88坪,30年,6F/6F,0.0,1.0,0.0,1.0,三民區-,明誠一路,568
12267,電梯大樓,4房2廳2衛,權狀50.32坪,主建38.5坪,28年,1F~2F/2F,0.0,0.0,0.0,1.0,鳳山區-,過仁街,"1,380"
12268,電梯大樓,3房2廳2衛,權狀46.07坪,主建22.75坪,11年,15F/15F,0.0,1.0,1.0,0.0,三民區-,明賢街,"1,298"
12269,電梯大樓,3房2廳2衛,權狀37.48坪,主建22.42坪,30年,10F/12F,0.0,1.0,0.0,0.0,三民區-,大福街,"1,080"
12270,電梯大樓,4房2廳3衛,權狀108.58坪,主建49.29坪,5年,12F/29F,0.0,1.0,1.0,0.0,大寮區-,潮和路,"4,280"
12271,電梯大樓,3房2廳2衛,權狀32.79坪,主建16.75坪,1年,3F/5F,0.0,1.0,0.0,0.0,鹽埕區-,七賢二路,798
12272,透天厝,5房2廳4衛,權狀23.22坪,主建23.22坪,57年,整棟/2F,0.0,1.0,1.0,0.0,楠梓區-,三山街,"1,180"
12273,電梯大樓,4房2廳2衛,權狀66.69坪,主建33.32坪,11個月,20F/29F,0.0,1.0,1.0,0.0,左營區-,政德路402巷,"2,866"
12274,透天厝,6房3廳4衛,權狀109.51坪,主建101.02坪,1年,1F~5F/5F,0.0,0.0,1.0,0.0,楠梓區-,大學六十二街,"3,388"
12275,電梯大樓,3房2廳2衛,權狀59.25坪,主建32.7坪,6年,7F/15F,0.0,1.0,1.0,0.0,前鎮區-,翠亨北路399巷,"1,568"
12276,公寓,3房2廳2衛,權狀25.53坪,主建21.82坪,30年,4F/5F,0.0,0.0,0.0,1.0,楠梓區-,秀群路499巷,488
12277,電梯大樓,3房2廳2衛,權狀46.99坪,主建21.44坪,16年,16F/19F,0.0,1.0,1.0,0.0,左營區-,至真路,"1,458"
12278,電梯大樓,2房1廳1衛,權狀28.33坪,主建13.2坪,1年,11F/15F,0.0,1.0,0.0,0.0,三民區-,覺民路,"1,228"
12279,電梯大樓,3房2廳2衛,權狀99.53坪,主建47.36坪,11年,13F/28F,1.0,1.0,1.0,0.0,楠梓區-,德中路,"4,188"
12280,公寓,3房2廳2衛,權狀30.98坪,主建28.85坪,44年,4F/5F,0.0,0.0,1.0,0.0,左營區-,重上街164巷,598
12281,電梯大樓,4房2廳2衛,權狀45.57坪,主建30.27坪,28年,2F/7F,0.0,0.0,1.0,1.0,苓雅區-,六合路,998
12282,透天厝,4房2廳4衛,權狀49.7坪,主建46.3坪,30年,整棟/4F,0.0,1.0,1.0,0.0,苓雅區-,三多四路,558
12283,電梯大樓,1房1廳1衛,權狀7.47坪,主建7.47坪,44年,4F/7F,1.0,0.0,1.0,0.0,楠梓區-,加仁路218巷,338
12284,電梯大樓,3房2廳2衛,權狀41.51坪,主建21.65坪,2個月,15F/15F,0.0,1.0,1.0,0.0,前金區-,光復三街,"1,668"
12285,電梯大樓,2房2廳1衛,權狀25.42坪,主建11.83坪,不詳,25F/32F,0.0,1.0,0.0,0.0,仁武區-,五和路,"1,150"
12286,透天厝,4房2廳5衛,權狀28.48坪,主建25.33坪,47年,1F~2F/2F,1.0,0.0,1.0,0.0,鼓山區-,裕民街,"1,860"
12287,透天厝,4房2廳5衛,權狀62.94坪,主建59.7坪,4個月,整棟/3F,0.0,0.0,0.0,0.0,楠梓區-,盛昌街,"2,088"
12288,電梯大樓,3房2廳2衛,權狀38.79坪,主建21.18坪,20年,13F/14F,0.0,1.0,0.0,0.0,鼓山區-,青海路,"1,280"
12289,電梯大樓,3房2廳2衛,權狀111.81坪,主建50.43坪,10年,5F/28F,1.0,1.0,0.0,0.0,鼓山區-,博愛二路,"5,580"
12290,公寓,3房2廳2衛,權狀28.71坪,主建28.71坪,43年,4F/5F,0.0,0.0,1.0,0.0,鼓山區-,博愛二路,489
12291,透天厝,3房2廳2衛,權狀28.74坪,主建28.74坪,41年,整棟/2F,0.0,0.0,0.0,0.0,橋頭區-,經武路,"1,068"
12292,別墅,4房3廳4衛,權狀105.79坪,主建100.07坪,6年,整棟/4F,0.0,0.0,1.0,0.0,前金區-,中山橫路,"3,580"
12293,電梯大樓,2房1廳1衛,權狀25.6坪,主建13.17坪,4年,15F/15F,0.0,0.0,0.0,0.0,鼓山區-,明誠四路,809
12294,電梯大樓,2房1廳1衛,權狀23.89坪,主建13.2坪,14年,2F/15F,0.0,0.0,1.0,0.0,楠梓區-,大學十八街,788
12295,電梯大樓,3房1廳2衛,權狀37.29坪,主建18.67坪,5年,5F/19F,0.0,1.0,0.0,0.0,苓雅區-,中華四路19巷,998
12296,公寓,3房2廳2衛,權狀24.54坪,主建19.55坪,40年,3F/5F,0.0,0.0,0.0,0.0,楠梓區-,青農路57巷,598
12297,公寓,3房2廳2衛,權狀23.18坪,主建18.93坪,41年,1F/5F,0.0,0.0,1.0,1.0,前鎮區-,一心二路,"1,098"
12298,透天厝,4房2廳5衛,權狀54.51坪,主建49.02坪,35年,1F~4F/4F,0.0,0.0,0.0,0.0,仁武區-,後庄巷,"1,588"
12299,電梯大樓,3房2廳2衛,權狀54.42坪,主建22.84坪,3年,20F/21F,0.0,1.0,0.0,0.0,岡山區-,中山北路,"2,200"
12300,電梯大樓,1房1廳1衛,權狀12.85坪,主建8.92坪,29年,10F/15F,0.0,0.0,1.0,1.0,苓雅區-,建國一路,338
12301,電梯大樓,2房1廳1衛,權狀35.79坪,主建14.31坪,1年,2F/15F,0.0,1.0,1.0,0.0,鳳山區-,中山東路58巷,"1,158"
12302,電梯大樓,2房1廳1衛,權狀27.22坪,主建14.47坪,26年,4F/24F,0.0,1.0,1.0,1.0,鼓山區-,華榮路322巷,698
12303,透天厝,4房3廳4衛,權狀53.88坪,主建44.65坪,16年,整棟/4F,0.0,0.0,1.0,0.0,楠梓區-,大學二十六街27巷,"3,296"
12304,公寓,4房2廳2衛,權狀39.19坪,主建33坪,36年,5F/5F,0.0,0.0,0.0,0.0,鳳山區-,誠德街,698
12305,電梯大樓,2房1廳1衛,權狀25.77坪,主建14.23坪,10年,10F/15F,0.0,0.0,1.0,0.0,苓雅區-,五福三路,640
12306,電梯大樓,4房2廳3衛,權狀108.59坪,主建67.79坪,16年,8F/15F,0.0,0.0,0.0,0.0,鼓山區-,九如四路1991巷,"3,700"
12307,別墅,4房3廳4衛,權狀105.79坪,主建100.07坪,7年,整棟/4F,0.0,1.0,1.0,0.0,鼓山區-,文忠路,"3,580"
12308,電梯大樓,3房2廳2衛,權狀22.74坪,主建22.74坪,41年,7F/12F,0.0,0.0,1.0,0.0,大社區-,萬金路,588
12309,電梯大樓,3房2廳2衛,權狀38.62坪,主建22.16坪,14年,7F/15F,0.0,0.0,0.0,0.0,左營區-,華夏路,"1,380"
12310,透天厝,5房2廳3衛,權狀56.66坪,主建50.39坪,19年,1F~4F/4F,0.0,0.0,0.0,0.0,鳳山區-,文建街,"1,588"
12311,電梯大樓,4房2廳2衛,權狀86.76坪,主建40.93坪,12年,15F/15F,0.0,1.0,1.0,0.0,苓雅區-,六合路,"3,480"
12312,電梯大樓,3房2廳2衛,權狀34.82坪,主建22.91坪,28年,18F/25F,0.0,1.0,1.0,1.0,左營區-,文康路,798
12313,電梯大樓,開放式格局,權狀60.75坪,主建32.51坪,2年,11F/35F,0.0,1.0,0.0,0.0,小港區-,港信路,"1,998"
12314,電梯大樓,4房2廳2衛,權狀49.95坪,主建25.35坪,2年,11F/15F,0.0,1.0,0.0,0.0,鳳山區-,文藝街,"1,568"
12315,透天厝,4房2廳4衛,權狀80.93坪,主建74.96坪,9年,整棟/4F,0.0,0.0,0.0,0.0,三民區-,美都路,"2,880"
12316,電梯大樓,3房2廳2衛,權狀44.94坪,主建19.37坪,8個月,4F/24F,0.0,1.0,1.0,0.0,前鎮區-,南寧街,"1,698"
12317,透天厝,5房2廳3衛,權狀52.66坪,主建47.7坪,20年,整棟/4F,0.0,1.0,1.0,0.0,鳳山區-,和德街,"1,720"
12318,電梯大樓,2房2廳1衛,權狀35.69坪,主建15.86坪,6年,18F/18F,0.0,1.0,0.0,0.0,三民區-,鼎金後路,"1,398"
12319,電梯大樓,2房1廳1衛,權狀32.61坪,主建12.14坪,3年,25F/25F,0.0,1.0,0.0,0.0,楠梓區-,德民路,"1,028"
12320,電梯大樓,3房2廳2衛,權狀44.11坪,主建22.69坪,9年,7F/15F,0.0,1.0,0.0,0.0,楠梓區-,土庫一路,"1,580"
12321,電梯大樓,3房2廳2衛,權狀48.9坪,主建23坪,14年,5F/14F,0.0,1.0,1.0,0.0,鼓山區-,美術東六街,"1,188"
12322,電梯大樓,3房2廳2衛,權狀51.04坪,主建19.54坪,7年,4F/4F,1.0,1.0,0.0,0.0,新興區-,復興一路,"1,880"
12323,電梯大樓,1房1廳1衛,權狀9.53坪,主建7.72坪,43年,6F/12F,0.0,0.0,1.0,0.0,楠梓區-,大學十一街,288
12324,電梯大樓,2房2廳2衛,權狀30.28坪,主建12.03坪,不詳,8F/15F,0.0,1.0,0.0,0.0,燕巢區-,海城北街,"1,066"
12325,電梯大樓,2房1廳2衛,權狀24.22坪,主建14.11坪,不詳,6F/7F,0.0,1.0,1.0,1.0,三民區-,正興路53巷,768
12326,透天厝,5房2廳3衛,權狀46.76坪,主建42.33坪,10年,整棟/3F,0.0,1.0,0.0,0.0,苓雅區-,忠孝二路,"1,336"
